"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
406,"2021-03-02 21:27:40.1860","2021-03-02 21:34:26.9080",3481,"York St",40.71649,-74.04105,3202,"Newport PATH",40.7272235,-74.0337589,44415,"Customer",1970,0
2263,"2021-03-02 21:27:41.5630","2021-03-02 22:05:25.3720",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,45352,"Customer",1970,0
297,"2021-03-02 21:29:53.6780","2021-03-02 21:34:50.8270",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44683,"Customer",1970,0
255,"2021-03-02 21:32:05.9780","2021-03-02 21:36:21.0520",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3203,"Hamilton Park",40.727595966,-74.044247311,42596,"Customer",1970,0
127,"2021-03-02 21:36:03.4520","2021-03-02 21:38:11.2830",3185,"City Hall",40.7177325,-74.043845,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42796,"Customer",1970,0
169,"2021-03-02 21:42:35.9760","2021-03-02 21:45:25.5050",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,32971,"Customer",1970,0
373,"2021-03-02 21:44:11.5290","2021-03-02 21:50:25.1900",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42525,"Customer",1970,0
246,"2021-03-02 21:44:27.1480","2021-03-02 21:48:33.9340",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3194,"McGinley Square",40.7253399253558,-74.06762212514877,42177,"Customer",1970,0
460,"2021-03-02 21:44:52.8300","2021-03-02 21:52:32.9390",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3194,"McGinley Square",40.7253399253558,-74.06762212514877,44683,"Customer",1970,0
175,"2021-03-02 21:45:44.7700","2021-03-02 21:48:40.3720",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42434,"Customer",1970,0
418,"2021-03-02 21:46:01.3480","2021-03-02 21:52:59.9970",3192,"Liberty Light Rail",40.7112423,-74.0557013,3483,"Montgomery St",40.71942,-74.05099,47198,"Customer",1970,0
534,"2021-03-02 21:54:53.3020","2021-03-02 22:03:48.0800",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3192,"Liberty Light Rail",40.7112423,-74.0557013,39329,"Customer",1970,0
1665,"2021-03-02 21:55:58.1730","2021-03-02 22:23:43.3780",3681,"Grand St",40.71517767732029,-74.03768330812454,3187,"Warren St",40.7211236,-74.03805095,33911,"Customer",1970,0
190,"2021-03-02 21:58:02.3070","2021-03-02 22:01:12.6920",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,44721,"Customer",1970,0
229,"2021-03-02 22:01:00.5420","2021-03-02 22:04:50.3230",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,33567,"Customer",1970,0
117,"2021-03-02 22:05:31.9070","2021-03-02 22:07:29.7070",3203,"Hamilton Park",40.727595966,-74.044247311,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,45726,"Customer",1970,0
477,"2021-03-02 22:08:15.1040","2021-03-02 22:16:12.3650",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,42434,"Customer",1970,0
343,"2021-03-02 22:21:11.2560","2021-03-02 22:26:54.6570",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3209,"Brunswick St",40.7241765,-74.0506564,45683,"Customer",1970,0
425,"2021-03-02 22:21:17.1130","2021-03-02 22:28:22.5260",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,40093,"Customer",1970,0
646,"2021-03-02 22:23:08.7880","2021-03-02 22:33:55.2670",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,39571,"Customer",1970,0
148,"2021-03-02 22:23:14.0950","2021-03-02 22:25:42.6390",3184,"Paulus Hook",40.7141454,-74.0335519,3184,"Paulus Hook",40.7141454,-74.0335519,40308,"Subscriber",1979,1
393,"2021-03-02 22:25:05.1950","2021-03-02 22:31:38.8430",3639,"Harborside",40.7192517,-74.034234,3202,"Newport PATH",40.7272235,-74.0337589,42206,"Customer",1970,0
737,"2021-03-02 22:26:17.4050","2021-03-02 22:38:35.2440",3184,"Paulus Hook",40.7141454,-74.0335519,3203,"Hamilton Park",40.727595966,-74.044247311,42823,"Subscriber",1979,1
732,"2021-03-02 22:27:10.2840","2021-03-02 22:39:22.9940",3192,"Liberty Light Rail",40.7112423,-74.0557013,3211,"Newark Ave",40.72152515,-74.046304543,39329,"Subscriber",1976,2
316,"2021-03-02 22:33:22.4800","2021-03-02 22:38:39.2600",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44576,"Customer",1970,0
268,"2021-03-02 22:34:14.5170","2021-03-02 22:38:43.3160",3679,"Bergen Ave",40.722103786686034,-74.07145500183105,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44229,"Customer",1970,0
761,"2021-03-02 22:34:31.3170","2021-03-02 22:47:12.9980",3184,"Paulus Hook",40.7141454,-74.0335519,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,38930,"Customer",1970,0
2635,"2021-03-02 22:34:59.1430","2021-03-02 23:18:54.1560",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3185,"City Hall",40.7177325,-74.043845,39571,"Customer",1970,0
453,"2021-03-02 22:40:06.1160","2021-03-02 22:47:39.5280",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,44229,"Customer",1970,0
517,"2021-03-02 22:40:53.0170","2021-03-02 22:49:30.9770",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3220,"5 Corners Library",40.734961020009514,-74.0595030784607,44683,"Subscriber",1970,1
805,"2021-03-02 22:42:20.8830","2021-03-02 22:55:46.5100",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,49257,"Customer",1970,0
429,"2021-03-02 22:44:46.0230","2021-03-02 22:51:55.9260",3220,"5 Corners Library",40.734961020009514,-74.0595030784607,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,44401,"Customer",1970,0
645,"2021-03-02 22:50:38.1830","2021-03-02 23:01:23.5160",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3210,"Pershing Field",40.742677141,-74.051788633,42191,"Customer",1970,0
2313,"2021-03-02 22:51:28.8780","2021-03-02 23:30:02.3150",3210,"Pershing Field",40.742677141,-74.051788633,3281,"Leonard Gordon Park",40.74590996631558,-74.0572714805603,42915,"Customer",1970,0
1177,"2021-03-02 22:53:08.1310","2021-03-02 23:12:45.1440",3202,"Newport PATH",40.7272235,-74.0337589,3203,"Hamilton Park",40.727595966,-74.044247311,46465,"Customer",1970,0
331,"2021-03-02 22:56:11.9480","2021-03-02 23:01:43.5540",3187,"Warren St",40.7211236,-74.03805095,3681,"Grand St",40.71517767732029,-74.03768330812454,33911,"Customer",1970,0
375,"2021-03-02 23:01:44.2120","2021-03-02 23:07:59.3830",3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,3195,"Sip Ave",40.73089709786179,-74.06391263008118,29832,"Customer",1970,0
300,"2021-03-02 23:01:57.6730","2021-03-02 23:06:57.8320",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,42575,"Customer",1970,0
618,"2021-03-02 23:02:46.1620","2021-03-02 23:13:04.7390",3202,"Newport PATH",40.7272235,-74.0337589,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42206,"Customer",1970,0
540,"2021-03-02 23:02:49.8210","2021-03-02 23:11:49.8910",3184,"Paulus Hook",40.7141454,-74.0335519,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42485,"Subscriber",1983,1
152,"2021-03-02 23:04:17.4590","2021-03-02 23:06:49.5750",3209,"Brunswick St",40.7241765,-74.0506564,3211,"Newark Ave",40.72152515,-74.046304543,33859,"Customer",1970,0
257,"2021-03-02 23:04:51.2220","2021-03-02 23:09:08.9710",3202,"Newport PATH",40.7272235,-74.0337589,3187,"Warren St",40.7211236,-74.03805095,44333,"Customer",1970,0
390,"2021-03-02 23:05:16.3590","2021-03-02 23:11:46.7200",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3638,"Washington St",40.7242941,-74.0354826,47252,"Customer",1970,0
181,"2021-03-02 23:07:07.6090","2021-03-02 23:10:08.7690",3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,42837,"Customer",1970,0
992,"2021-03-02 23:07:40.2790","2021-03-02 23:24:13.0490",3203,"Hamilton Park",40.727595966,-74.044247311,3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,41336,"Customer",1970,0
357,"2021-03-02 23:10:55.2290","2021-03-02 23:16:53.1710",3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,33567,"Customer",1970,0
278,"2021-03-02 23:18:00.3400","2021-03-02 23:22:38.9880",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,44703,"Customer",1970,0
213,"2021-03-02 23:18:27.0570","2021-03-02 23:22:00.7540",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3184,"Paulus Hook",40.7141454,-74.0335519,44920,"Subscriber",1970,0
573,"2021-03-02 23:19:40.3500","2021-03-02 23:29:13.4160",3280,"Astor Place",40.71928220070702,-74.07126188278198,3195,"Sip Ave",40.73089709786179,-74.06391263008118,34048,"Customer",1970,0
915,"2021-03-02 23:19:53.3280","2021-03-02 23:35:08.6270",3187,"Warren St",40.7211236,-74.03805095,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44333,"Subscriber",1968,1
269,"2021-03-02 23:23:46.9680","2021-03-02 23:28:16.1900",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3209,"Brunswick St",40.7241765,-74.0506564,41838,"Customer",1970,0
563,"2021-03-02 23:28:00.0960","2021-03-02 23:37:23.2740",3275,"Columbus Drive",40.71835519823214,-74.03891444206238,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,45959,"Customer",1970,0
620,"2021-03-02 23:28:52.8790","2021-03-02 23:39:13.3380",3185,"City Hall",40.7177325,-74.043845,3203,"Hamilton Park",40.727595966,-74.044247311,42422,"Customer",1970,0
381,"2021-03-02 23:29:25.3610","2021-03-02 23:35:46.4000",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,39740,"Customer",1970,0
630,"2021-03-02 23:30:22.2870","2021-03-02 23:40:52.9690",3681,"Grand St",40.71517767732029,-74.03768330812454,3199,"Newport Pkwy",40.7287448,-74.0321082,42153,"Customer",1970,0
1563,"2021-03-02 23:30:41.1370","2021-03-02 23:56:44.5410",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,45339,"Customer",1970,0
728,"2021-03-02 23:32:31.3740","2021-03-02 23:44:39.7430",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,33567,"Customer",1970,0
327,"2021-03-02 23:36:29.4370","2021-03-02 23:41:56.9250",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3187,"Warren St",40.7211236,-74.03805095,40093,"Customer",1970,0
225,"2021-03-02 23:37:24.8440","2021-03-02 23:41:10.7850",3211,"Newark Ave",40.72152515,-74.046304543,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,39329,"Customer",1970,0
453,"2021-03-02 23:38:46.7160","2021-03-02 23:46:20.1230",3202,"Newport PATH",40.7272235,-74.0337589,3639,"Harborside",40.7192517,-74.034234,48932,"Customer",1970,0
1519,"2021-03-02 23:38:53.9110","2021-03-03 00:04:12.9740",3184,"Paulus Hook",40.7141454,-74.0335519,3203,"Hamilton Park",40.727595966,-74.044247311,44920,"Customer",1970,0
968,"2021-03-02 23:41:32.0320","2021-03-02 23:57:40.3400",3185,"City Hall",40.7177325,-74.043845,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,45967,"Customer",1970,0
201,"2021-03-02 23:43:40.3400","2021-03-02 23:47:01.5950",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,41369,"Customer",1970,0
430,"2021-03-02 23:43:55.3760","2021-03-02 23:51:05.9680",3187,"Warren St",40.7211236,-74.03805095,3209,"Brunswick St",40.7241765,-74.0506564,47255,"Customer",1970,0
319,"2021-03-02 23:44:34.1340","2021-03-02 23:49:54.0400",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42249,"Subscriber",1987,1
947,"2021-03-02 23:45:42.0500","2021-03-03 00:01:29.1690",3193,"Lincoln Park",40.7246050998869,-74.07840594649315,3193,"Lincoln Park",40.7246050998869,-74.07840594649315,41002,"Customer",1970,0
245,"2021-03-02 23:49:40.3310","2021-03-02 23:53:45.6520",3184,"Paulus Hook",40.7141454,-74.0335519,3267,"Morris Canal",40.7124188237569,-74.03852552175522,45940,"Subscriber",1970,0
412,"2021-03-02 23:58:13.5900","2021-03-03 00:05:05.8720",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3275,"Columbus Drive",40.71835519823214,-74.03891444206238,38139,"Subscriber",1976,1
409,"2021-03-03 00:00:15.4720","2021-03-03 00:07:05.1440",3192,"Liberty Light Rail",40.7112423,-74.0557013,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42434,"Customer",1970,0
214,"2021-03-03 00:06:46.4940","2021-03-03 00:10:20.6340",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3194,"McGinley Square",40.7253399253558,-74.06762212514877,44333,"Customer",1970,0
364,"2021-03-03 00:10:20.7100","2021-03-03 00:16:24.8160",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3203,"Hamilton Park",40.727595966,-74.044247311,44785,"Customer",1970,0
502,"2021-03-03 00:11:17.8050","2021-03-03 00:19:40.4840",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42601,"Customer",1970,0
1288,"2021-03-03 00:14:27.7230","2021-03-03 00:35:56.2600",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3203,"Hamilton Park",40.727595966,-74.044247311,35358,"Customer",1970,0
772,"2021-03-03 00:15:05.0640","2021-03-03 00:27:57.1330",3214,"Essex Light Rail",40.7127742,-74.0364857,3640,"Journal Square",40.73367,-74.0625,44556,"Customer",1970,0
682,"2021-03-03 00:19:45.0300","2021-03-03 00:31:07.0570",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,42308,"Customer",1970,0
199,"2021-03-03 00:20:04.7630","2021-03-03 00:23:24.3010",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,40168,"Customer",1970,0
117,"2021-03-03 00:21:44.4580","2021-03-03 00:23:42.2800",3278,"Monmouth and 6th",40.72568548362901,-74.04879033565521,3211,"Newark Ave",40.72152515,-74.046304543,42456,"Customer",1970,0
493,"2021-03-03 00:21:49.7480","2021-03-03 00:30:03.2990",3678,"Fairmount Ave",40.72572613742557,-74.07195925712585,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44229,"Customer",1970,0
214,"2021-03-03 00:30:42.5660","2021-03-03 00:34:16.8880",3203,"Hamilton Park",40.727595966,-74.044247311,3269,"Brunswick & 6th",40.72601172964625,-74.05038893222809,34039,"Customer",1970,0
696,"2021-03-03 00:35:57.9820","2021-03-03 00:47:34.6060",3199,"Newport Pkwy",40.7287448,-74.0321082,3681,"Grand St",40.71517767732029,-74.03768330812454,42174,"Customer",1970,0
2269,"2021-03-03 00:36:25.4300","2021-03-03 01:14:14.5920",3203,"Hamilton Park",40.727595966,-74.044247311,3203,"Hamilton Park",40.727595966,-74.044247311,35358,"Customer",1970,0
501,"2021-03-03 00:43:33.4620","2021-03-03 00:51:55.0530",3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,40168,"Customer",1970,0
636,"2021-03-03 00:44:07.3960","2021-03-03 00:54:44.2630",3211,"Newark Ave",40.72152515,-74.046304543,3214,"Essex Light Rail",40.7127742,-74.0364857,42456,"Subscriber",1976,2
340849,"2021-03-03 00:57:12.0140","2021-03-06 23:38:01.9390",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,43352,"Customer",1970,0
153,"2021-03-03 00:58:43.5890","2021-03-03 01:01:16.6670",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3639,"Harborside",40.7192517,-74.034234,43997,"Customer",1970,0
154,"2021-03-03 01:01:23.2710","2021-03-03 01:03:57.8220",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,31483,"Customer",1970,0
197,"2021-03-03 01:07:51.2930","2021-03-03 01:11:08.9650",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,26469,"Customer",1970,0
215,"2021-03-03 01:08:30.8990","2021-03-03 01:12:06.1180",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,27403,"Subscriber",1956,1
1056,"2021-03-03 01:11:39.7430","2021-03-03 01:29:16.5340",3792,"Columbus Dr at Exchange Pl",40.71687,-74.03281,3199,"Newport Pkwy",40.7287448,-74.0321082,38515,"Customer",1970,0
463,"2021-03-03 01:12:00.8180","2021-03-03 01:19:43.9570",3279,"Dixon Mills",40.721630142638354,-74.04996782541275,3639,"Harborside",40.7192517,-74.034234,28874,"Customer",1970,0
364,"2021-03-03 01:14:08.3910","2021-03-03 01:20:13.1570",3202,"Newport PATH",40.7272235,-74.0337589,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,32575,"Customer",1970,0
200,"2021-03-03 01:14:12.1410","2021-03-03 01:17:32.6690",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3185,"City Hall",40.7177325,-74.043845,40440,"Customer",1970,0
1325,"2021-03-03 01:14:35.9630","2021-03-03 01:36:41.7870",3203,"Hamilton Park",40.727595966,-74.044247311,3677,"Glenwood Ave",40.72755146730012,-74.07106071710587,35358,"Customer",1970,0
146,"2021-03-03 01:16:35.4250","2021-03-03 01:19:01.9640",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3279,"Dixon Mills",40.721630142638354,-74.04996782541275,45363,"Customer",1970,0
290,"2021-03-03 01:22:59.5890","2021-03-03 01:27:50.5050",3214,"Essex Light Rail",40.7127742,-74.0364857,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,45543,"Customer",1970,0
288,"2021-03-03 01:24:04.3790","2021-03-03 01:28:52.9610",3483,"Montgomery St",40.71942,-74.05099,3185,"City Hall",40.7177325,-74.043845,42788,"Subscriber",1958,1
348,"2021-03-03 01:26:02.1440","2021-03-03 01:31:50.7160",3187,"Warren St",40.7211236,-74.03805095,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,40866,"Customer",1970,0
272,"2021-03-03 01:26:40.0930","2021-03-03 01:31:12.9020",3187,"Warren St",40.7211236,-74.03805095,3184,"Paulus Hook",40.7141454,-74.0335519,43098,"Customer",1970,0
5894,"2021-03-03 01:28:51.0890","2021-03-03 03:07:05.3330",3203,"Hamilton Park",40.727595966,-74.044247311,3203,"Hamilton Park",40.727595966,-74.044247311,42422,"Customer",1970,0
5846,"2021-03-03 01:29:33.7010","2021-03-03 03:07:00.4840",3203,"Hamilton Park",40.727595966,-74.044247311,3203,"Hamilton Park",40.727595966,-74.044247311,46465,"Customer",1970,0
486,"2021-03-03 01:29:51.4560","2021-03-03 01:37:57.4730",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3640,"Journal Square",40.73367,-74.0625,42177,"Subscriber",1989,1
531,"2021-03-03 01:30:07.9430","2021-03-03 01:38:59.5710",3185,"City Hall",40.7177325,-74.043845,3192,"Liberty Light Rail",40.7112423,-74.0557013,42788,"Subscriber",1958,1
369,"2021-03-03 01:30:28.5650","2021-03-03 01:36:38.1600",3184,"Paulus Hook",40.7141454,-74.0335519,3187,"Warren St",40.7211236,-74.03805095,44505,"Subscriber",1970,0
2302,"2021-03-03 01:41:15.7910","2021-03-03 02:19:38.5560",3192,"Liberty Light Rail",40.7112423,-74.0557013,3192,"Liberty Light Rail",40.7112423,-74.0557013,42788,"Subscriber",1958,1
2738,"2021-03-03 01:42:56.5620","2021-03-03 02:28:34.7440",3273,"Manila & 1st",40.721650724879986,-74.04288411140442,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,44664,"Customer",1970,0
393,"2021-03-03 01:46:24.2860","2021-03-03 01:52:57.2860",3267,"Morris Canal",40.7124188237569,-74.03852552175522,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,42444,"Customer",1970,0
71,"2021-03-03 01:51:05.8300","2021-03-03 01:52:17.2310",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3185,"City Hall",40.7177325,-74.043845,44385,"Customer",1970,0
134,"2021-03-03 01:52:25.2960","2021-03-03 01:54:39.4180",3185,"City Hall",40.7177325,-74.043845,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,42473,"Customer",1970,0
418,"2021-03-03 01:53:45.4340","2021-03-03 02:00:43.5260",3225,"Baldwin at Montgomery",40.7236589,-74.0641943,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,42575,"Subscriber",1968,1
470,"2021-03-03 01:56:56.0200","2021-03-03 02:04:46.9910",3202,"Newport PATH",40.7272235,-74.0337589,3187,"Warren St",40.7211236,-74.03805095,44415,"Subscriber",1978,1
1195,"2021-03-03 02:03:13.6580","2021-03-03 02:23:09.2120",3202,"Newport PATH",40.7272235,-74.0337589,3198,"Heights Elevator",40.748715945380226,-74.04044330120087,25265,"Customer",1970,0
740,"2021-03-03 02:07:56.0450","2021-03-03 02:20:16.5070",3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,3194,"McGinley Square",40.7253399253558,-74.06762212514877,44916,"Customer",1970,0
399,"2021-03-03 02:09:35.4780","2021-03-03 02:16:15.0060",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3267,"Morris Canal",40.7124188237569,-74.03852552175522,42434,"Customer",1970,0
236,"2021-03-03 02:23:19.2000","2021-03-03 02:27:15.8740",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3209,"Brunswick St",40.7241765,-74.0506564,42444,"Customer",1970,0
358,"2021-03-03 02:30:00.6030","2021-03-03 02:35:59.5320",3205,"JC Medical Center",40.71653978099194,-74.0496379137039,3273,"Manila & 1st",40.721650724879986,-74.04288411140442,44664,"Customer",1970,0
260,"2021-03-03 02:33:39.9320","2021-03-03 02:38:00.8430",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3194,"McGinley Square",40.7253399253558,-74.06762212514877,34048,"Customer",1970,0
641,"2021-03-03 02:36:46.5230","2021-03-03 02:47:27.6630",3640,"Journal Square",40.73367,-74.0625,3199,"Newport Pkwy",40.7287448,-74.0321082,44556,"Customer",1970,0
592,"2021-03-03 02:36:47.9010","2021-03-03 02:46:40.0340",3202,"Newport PATH",40.7272235,-74.0337589,3272,"Jersey & 3rd",40.72333158646436,-74.04595255851744,45350,"Subscriber",1996,1
76,"2021-03-03 02:38:19.3900","2021-03-03 02:39:36.0290",3199,"Newport Pkwy",40.7287448,-74.0321082,3199,"Newport Pkwy",40.7287448,-74.0321082,38515,"Customer",1970,0
452,"2021-03-03 02:58:20.4940","2021-03-03 03:05:53.4870",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3192,"Liberty Light Rail",40.7112423,-74.0557013,27655,"Customer",1970,0
2507,"2021-03-03 03:08:48.5540","2021-03-03 03:50:36.1430",3210,"Pershing Field",40.742677141,-74.051788633,3640,"Journal Square",40.73367,-74.0625,43824,"Customer",1970,0
199,"2021-03-03 03:25:04.4690","2021-03-03 03:28:24.0800",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,47254,"Customer",1970,0
876,"2021-03-03 03:38:32.6640","2021-03-03 03:53:09.0870",3199,"Newport Pkwy",40.7287448,-74.0321082,3483,"Montgomery St",40.71942,-74.05099,42582,"Subscriber",1958,1
224,"2021-03-03 03:48:35.3470","2021-03-03 03:52:19.5590",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3205,"JC Medical Center",40.71653978099194,-74.0496379137039,32526,"Subscriber",1977,1
1283,"2021-03-03 04:08:43.8820","2021-03-03 04:30:07.3510",3206,"Hilltop",40.7311689,-74.0575736,3280,"Astor Place",40.71928220070702,-74.07126188278198,44774,"Customer",1970,0
180,"2021-03-03 05:42:06.9690","2021-03-03 05:45:06.9800",3186,"Grove St PATH",40.71958611647166,-74.04311746358871,3270,"Jersey & 6th St",40.72528910781132,-74.04557168483734,43803,"Customer",1970,0
311,"2021-03-03 05:48:29.2430","2021-03-03 05:53:41.2090",3195,"Sip Ave",40.73089709786179,-74.06391263008118,3225,"Baldwin at Montgomery",40.7236589,-74.0641943,44229,"Customer",1970,0
305,"2021-03-03 10:17:27.7500","2021-03-03 10:22:33.3040",3199,"Newport Pkwy",40.7287448,-74.0321082,3187,"Warren St",40.7211236,-74.03805095,44556,"Customer",1970,0
166,"2021-03-03 10:36:38.9240","2021-03-03 10:39:25.3440",3194,"McGinley Square",40.7253399253558,-74.06762212514877,3195,"Sip Ave",40.73089709786179,-74.06391263008118,44333,"Customer",1970,0
433,"2021-03-03 10:37:41.5920","2021-03-03 10:44:54.8870",3199,"Newport Pkwy",40.7287448,-74.0321082,3184,"Paulus Hook",40.7141454,-74.0335519,35155,"Customer",1970,0
349,"2021-03-03 10:38:16.6680","2021-03-03 10:44:06.3270",3276,"Marin Light Rail",40.71458403535893,-74.04281705617905,3638,"Washington St",40.7242941,-74.0354826,42796,"Customer",1970,0
198,"2021-03-03 10:46:30.7030","2021-03-03 10:49:48.8850",3209,"Brunswick St",40.7241765,-74.0506564,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,47255,"Customer",1970,0
481,"2021-03-03 10:54:58.1370","2021-03-03 11:02:59.3010",3791,"Hoboken Ave at Monmouth St",40.73520838045357,-74.04696375131607,3199,"Newport Pkwy",40.7287448,-74.0321082,42825,"Customer",1970,0
540,"2021-03-03 11:08:34.1200","2021-03-03 11:17:34.4800",3203,"Hamilton Park",40.727595966,-74.044247311,3184,"Paulus Hook",40.7141454,-74.0335519,42150,"Customer",1970,0
133,"2021-03-03 11:19:06.2040","2021-03-03 11:21:19.7790",3213,"Van Vorst Park",40.71848892,-74.047726625,3186,"Grove St PATH",40.71958611647166,-74.04311746358871,44403,"Subscriber",1977,1
